Soil Moisture,Temperature,Soil Humidity,Time,Air temperature (C),Air humidity (%),Pressure (KPa),ph
28,24,37,66,26.05,8.85,101.15,8.292875734
89,41,57,85,26.0,8.88,101.15,3.828031463
60,21,59,101,25.92,9.12,101.16,8.869532817
55,19,29,79,25.85,9.35,101.16,3.793575185
85,35,27,90,25.72,9.66,101.18,4.193189124
80,38,64,89,25.6,9.97,101.19,7.661537348
74,32,20,108,25.54,10.24,101.2,9.392694614
24,5,66,50,25.49,10.5,101.2,4.516154055
29,43,60,62,25.43,10.95,101.2,5.794289715
49,41,31,30,25.37,11.4,101.21,7.354286985
43,18,39,0,25.14,11.9,101.22,5.993513566
5,28,62,9,24.91,12.4,101.22,8.620107545
71,14,67,76,24.66,12.8,101.22,9.45949344
49,24,45,48,24.4,13.2,101.23,8.0344125
40,10,32,106,24.4,13.39,101.23,5.414492777
21,23,28,95,24.4,13.58,101.23,6.276004336
17,11,40,83,24.26,14.26,101.24,9.160691747
13,31,35,82,24.13,14.94,101.24,7.887658711
59,28,32,33,24.04,15.38,101.25,8.183844843
63,38,35,92,23.95,15.81,101.26,9.072011412
82,26,58,67,23.87,16.02,101.26,7.702287236
75,12,25,16,23.79,16.23,101.27,5.88509677
57,31,66,20,23.65,16.53,101.27,6.16496284
83,21,62,29,23.51,16.83,101.27,3.504752314
39,45,61,47,23.47,16.6,101.27,7.388007483
65,23,23,64,23.43,16.38,101.27,8.340398059
54,38,63,46,23.22,16.54,101.27,8.66077954
10,28,61,103,23.01,16.69,101.27,3.558822825
8,27,53,41,23.06,16.48,101.26,5.9565851
28,29,47,102,23.11,16.28,101.26,9.416003106
19,33,31,22,23.0,16.45,101.26,8.18422855
70,28,24,43,22.89,16.63,101.26,5.131779302
31,12,32,60,22.64,16.92,101.26,6.294130313
83,22,61,2,22.39,17.22,101.27,7.991902443
6,41,56,103,22.36,17.12,101.27,8.923095695
29,11,29,10,22.33,17.01,101.27,6.878498176
72,24,46,19,22.3,16.97,101.28,5.243634849
14,27,60,87,22.27,16.92,101.28,7.550090941
31,23,70,34,22.2,17.72,101.28,8.709291688
7,17,57,99,22.12,18.52,101.28,7.792508068
34,11,25,103,22.08,19.08,101.28,8.055908858
39,9,57,93,22.03,19.64,101.28,4.397698806
88,15,52,78,21.72,21.18,101.28,5.952384957
12,44,42,88,21.41,22.71,101.28,8.532078733
90,29,53,61,21.23,23.61,101.28,7.224193642
26,22,35,1,21.05,24.51,101.28,4.931890506
11,27,25,5,21.11,24.38,101.28,4.626212446
74,17,23,39,21.17,24.25,101.28,5.026003659
71,15,23,104,21.13,23.97,101.28,3.5253661
43,43,32,73,21.1,23.7,101.28,8.86979671
84,32,34,20,21.06,23.42,101.27,9.406887533
44,19,31,88,21.02,23.14,101.27,5.80428611
42,24,20,75,20.85,23.42,101.27,8.35495812
20,37,57,46,20.67,23.69,101.26,8.634929739
36,17,22,98,20.5,23.96,101.26,7.699200949
26,2,32,14,20.33,24.24,101.26,5.261285926
20,44,55,97,20.29,24.1,101.25,9.112771682
11,41,21,19,20.25,23.97,101.24,4.605700542
49,19,47,104,20.19,23.94,101.24,7.115994051
49,16,25,10,20.13,23.91,101.24,7.214078621
39,37,33,21,20.07,23.88,101.24,9.93509073
83,32,22,56,19.9,24.06,101.24,8.914074888
40,34,55,2,19.74,24.25,101.23,8.639586199
2,25,22,13,19.66,24.32,101.24,8.621514073
85,24,25,71,19.58,24.4,101.24,5.838508699
35,20,61,1,19.34,25.15,101.24,3.532008668
36,32,60,61,19.1,25.9,101.23,7.18530147
75,31,44,0,19.09,25.85,101.22,7.034214276
71,12,33,15,19.08,25.81,101.22,6.635968698
81,28,37,48,19.01,25.6,101.21,6.828187499
18,36,49,17,18.94,25.39,101.2,6.89077995
21,25,46,89,18.96,24.76,101.2,7.165121109
46,19,42,108,18.99,24.14,101.19,6.935804256
60,25,40,24,19.02,23.64,101.18,7.196774236
12,28,32,100,19.04,23.13,101.17,6.990095452
13,0,60,72,18.98,22.65,101.17,7.064782138
82,11,20,47,18.93,22.17,101.17,7.156563094
27,41,59,50,18.99,21.66,101.16,6.364967184
9,2,62,16,19.06,21.14,101.15,6.428054409
62,7,68,75,19.07,20.74,101.15,6.664187809
82,31,30,2,19.08,20.33,101.14,6.637677489
51,35,52,79,19.02,20.26,101.14,6.79385576
61,0,53,79,18.95,20.18,101.13,6.852884643
89,12,34,19,18.78,20.86,101.12,7.121571293
56,5,39,4,18.61,21.54,101.12,6.883308033
13,37,28,1,18.52,21.96,101.12,6.421271178
19,38,51,22,18.44,22.38,101.12,6.54450214
90,22,27,13,18.35,22.81,101.12,6.452006451
60,41,20,103,18.26,23.23,101.12,6.489259136
39,7,56,78,18.38,22.28,101.12,6.713410626
72,15,43,86,18.49,21.32,101.11,6.510840928
90,37,57,105,18.52,20.45,101.1,6.287380117
44,34,36,35,18.55,19.59,101.1,6.86308576
73,19,42,21,18.54,19.21,101.1,6.78415271
71,27,69,53,18.52,18.83,101.1,6.769415888
55,36,47,110,18.4,19.38,101.1,6.320768488
70,7,39,28,18.28,19.93,101.11,6.705008504
35,25,66,21,18.04,20.98,101.12,6.790736339
25,33,45,6,17.8,22.04,101.12,7.130278657
26,14,61,10,17.65,22.72,101.12,7.012740397
53,36,24,33,17.5,23.41,101.11,7.155685016
86,3,51,54,17.38,23.49,101.11,6.991242362
2,5,65,94,17.27,23.57,101.11,6.218923893
28,21,48,57,17.28,22.52,101.11,7.199495368
15,37,53,81,17.29,21.48,101.11,6.389882166
36,17,62,81,17.37,20.2,101.11,6.623438282
35,34,34,46,17.45,18.92,101.11,7.033012777
54,22,59,12,17.56,18.41,101.11,6.32400451
72,25,50,98,17.68,17.9,101.11,6.397636709
86,44,48,51,17.7,17.65,101.11,6.401455706
34,14,37,40,17.71,17.4,101.11,6.904587016
36,29,54,105,17.55,17.57,101.11,6.478557136
55,23,70,28,17.38,17.74,101.11,7.063022095
42,7,34,58,17.29,17.83,101.12,6.981758362
28,40,44,10,17.21,17.92,101.12,6.227134139
44,37,46,65,17.12,18.01,101.13,6.232836962
5,28,30,49,16.96,18.41,101.14,7.140437859
42,9,56,61,16.81,18.81,101.14,6.459252023
81,15,22,26,16.89,18.82,101.14,6.568795404
4,33,53,97,16.96,18.84,101.15,7.12851089
63,28,21,50,17.04,18.86,101.16,6.42937879
3,26,20,35,17.12,18.87,101.16,6.248900919
88,41,64,95,17.03,19.08,101.17,6.619891498
10,40,53,72,16.94,19.28,101.18,6.377568542
35,24,35,90,16.76,19.88,101.18,6.415459592
19,23,36,55,16.59,20.48,101.19,6.320662012
70,9,39,54,16.55,20.8,101.2,6.978400282
34,37,38,83,16.51,21.12,101.2,6.442335593
61,41,64,1,16.33,21.62,101.2,7.184398832
40,38,58,37,16.14,22.11,101.21,6.402926221
70,32,64,107,16.0,22.56,101.22,7.085982325
26,37,65,65,15.85,23.01,101.23,6.698574085
31,24,48,85,15.77,23.2,101.24,6.594739424
74,2,43,22,15.69,23.38,101.26,6.647965508
30,25,53,66,15.89,22.62,101.26,7.120032489
47,2,33,64,16.09,21.85,101.27,6.91380932
14,8,51,33,16.4,21.06,101.26,7.073048264
88,41,45,37,16.72,20.26,101.26,6.5304707
52,7,66,84,16.99,20.1,101.26,6.684381357
66,2,58,76,17.26,19.94,101.26,6.581351374
44,23,60,35,17.7,19.34,101.27,6.86483915
74,1,49,10,18.15,18.75,101.28,6.487124217
89,29,40,106,18.73,17.99,101.28,6.605733068
32,29,54,95,19.31,17.24,101.29,6.860602782
33,8,59,80,19.94,16.27,101.3,6.41874299
55,28,44,44,20.57,15.31,101.31,6.365513634
5,35,30,8,21.18,14.57,101.32,6.556372966
84,5,33,87,21.8,13.83,101.33,6.760694228
30,27,34,103,22.41,13.09,101.34,6.715276663
81,12,48,16,23.02,12.35,101.35,6.666380512
66,37,50,9,23.67,11.86,101.36,6.626629798
56,40,33,58,24.32,11.37,101.37,6.702772465
89,44,68,56,24.96,10.36,101.37,7.011030515
43,14,41,54,25.6,9.34,101.37,6.890156495
52,45,26,20,26.06,8.85,101.38,6.821747052
40,24,32,23,26.52,8.36,101.39,7.183189922
35,43,67,21,27.06,8.13,101.4,6.27258822
65,14,28,65,27.59,7.9,101.4,6.679127482
30,37,30,98,28.14,6.9,101.41,6.689825155
63,41,43,0,28.69,5.91,101.42,6.583381939
58,25,68,18,29.15,5.4,101.43,6.725551062
45,41,49,30,29.61,4.88,101.43,7.069747814
19,28,55,30,29.88,4.65,101.43,6.921993878
2,13,43,102,30.14,4.42,101.43,6.770955317
37,3,62,89,30.54,4.0,101.43,6.983130466
71,34,38,86,30.95,3.57,101.43,6.267684328
30,19,55,52,31.38,3.64,101.44,7.454532137
55,19,70,110,31.8,3.7,101.45,7.040056094
6,21,49,25,31.78,3.57,101.45,7.418650668
74,0,58,48,31.77,3.44,101.45,6.501869314
8,6,57,5,31.76,3.31,101.45,6.814410928
21,36,49,105,31.74,3.18,101.45,7.581442888
66,24,61,31,32.4,2.96,101.45,7.741418772
88,24,42,24,33.06,2.74,101.45,6.573531614
66,36,50,35,32.97,2.66,101.44,7.543804223
61,25,31,97,32.87,2.58,101.43,6.5408208
81,31,43,74,32.99,2.55,101.43,7.22405917
53,4,42,3,33.11,2.53,101.43,7.551364319
57,36,27,17,33.34,2.51,101.44,6.928898659
12,9,29,41,33.57,2.5,101.44,7.747775263
84,38,48,100,34.0,2.54,101.43,6.706505915
68,7,49,4,34.44,2.59,101.42,6.668238556
1,8,63,17,34.4,2.24,101.4,7.332375138
65,29,67,67,34.37,1.9,101.39,7.596802025
48,5,45,73,34.41,1.92,101.39,7.70650895
67,8,26,4,34.45,1.93,101.39,7.366542647
71,28,43,28,34.67,1.91,101.38,6.919243702
51,25,34,77,34.9,1.89,101.38,7.187721818
30,35,51,103,34.7,1.82,101.36,7.075886472
2,22,46,37,34.49,1.75,101.35,6.74441168
37,30,63,89,34.98,1.69,101.34,6.726469088
43,37,32,100,35.48,1.64,101.34,6.628264883
50,29,56,78,35.34,1.58,101.34,7.127064207
17,3,46,87,35.21,1.52,101.33,7.538631462
90,35,32,9,35.16,1.32,101.32,7.162357641
23,8,60,97,35.12,1.12,101.32,6.859409487
22,9,69,27,34.67,1.44,101.32,7.397190844
37,34,66,84,34.23,1.77,101.31,6.880245789
37,2,56,11,33.94,1.86,101.3,6.581313137
89,25,42,4,33.64,1.95,101.3,7.296972161
38,41,37,36,33.12,2.01,101.29,6.97297656
88,21,29,29,32.59,2.07,101.28,7.241148507
12,28,37,62,32.66,2.25,101.27,6.92009048
48,20,49,55,32.72,2.43,101.26,7.504608385
87,0,44,64,33.04,2.04,101.25,7.152272256
80,11,22,20,33.36,1.66,101.24,7.137004749
62,29,68,31,33.53,1.4,101.24,6.808041722
46,22,42,80,33.71,1.14,101.24,7.393631868
88,9,57,1,33.86,1.1,101.23,7.69950698
22,11,38,37,34.0,1.05,101.22,6.602888249
19,27,63,96,33.9,1.04,101.21,6.734447425
33,20,39,77,33.8,1.04,101.2,6.521217963
68,40,60,77,33.67,1.16,101.19,7.707332484
49,44,50,43,33.54,1.27,101.18,6.596719015
6,38,25,70,33.68,1.48,101.17,7.403623355
10,23,63,18,33.82,1.68,101.16,7.517097
8,1,26,66,33.63,1.68,101.16,7.17620823
20,44,24,29,33.44,1.69,101.16,6.593961761
39,31,20,49,33.38,1.66,101.16,7.143942758
28,41,55,6,33.31,1.63,101.15,6.690655045
58,17,61,33,33.3,1.38,101.15,7.423530351
47,1,36,94,33.29,1.14,101.14,6.578714843
90,17,31,53,33.02,1.32,101.13,7.497469256
3,2,39,58,32.76,1.5,101.12,7.775306272
88,41,30,75,32.78,1.39,101.12,7.322555223
85,6,53,36,32.79,1.28,101.11,7.580527339
75,27,56,63,32.92,1.28,101.1,7.108450121
38,3,30,56,33.04,1.29,101.1,7.358974541
49,3,43,37,33.02,1.3,101.1,7.405176138
68,35,69,39,33.01,1.31,101.1,6.500144962
69,21,55,4,33.07,1.04,101.1,7.167435834
51,43,50,69,33.13,0.76,101.09,7.261791753
48,18,23,93,33.08,0.7,101.08,7.586642101
53,2,29,96,33.02,0.64,101.08,7.534811833
22,13,43,66,32.92,0.74,101.07,7.251000789
15,9,69,21,32.82,0.85,101.07,6.513620918
41,32,64,17,32.77,1.14,101.06,7.121254928
79,31,20,28,32.72,1.42,101.06,7.574561547
33,24,58,49,32.63,1.28,101.06,7.350869792
50,31,68,78,32.54,1.14,101.06,7.513151076
30,27,27,85,32.6,1.0,101.06,7.025607706
46,40,63,62,32.65,0.86,101.05,6.804253866
71,5,20,69,32.45,0.86,101.04,7.163043872
78,45,29,4,32.25,0.86,101.04,7.338929556
73,19,49,81,32.22,0.84,101.04,6.621323612
14,4,50,104,32.19,0.81,101.04,6.661870999
59,20,51,30,32.17,0.7,101.04,7.733149554
15,38,58,70,32.15,0.59,101.03,7.402891666
81,21,60,29,32.06,0.89,101.02,6.599147298
54,42,63,42,31.97,1.19,101.02,7.04174124
60,34,33,54,31.84,1.06,101.02,7.353876754
42,1,29,54,31.72,0.93,101.01,7.026795359
49,10,35,98,31.64,1.04,101.0,6.814301033
55,27,24,9,31.57,1.16,101.0,7.42160832
43,27,36,55,31.52,1.3,101.0,6.847382891
48,16,42,57,31.47,1.43,101.0,7.191522601
35,32,50,28,31.37,1.42,101.0,7.01285529
76,17,35,22,31.27,1.42,101.01,7.368318809
20,37,47,9,31.06,1.26,101.0,7.26154329
5,20,48,48,30.84,1.1,101.0,6.52669158
48,4,60,97,30.68,1.24,101.0,6.872594461
53,27,23,0,30.52,1.38,101.0,6.874142175
18,11,58,56,30.36,1.52,101.0,7.76061831
71,24,25,35,30.2,1.66,101.0,6.781841984
7,2,62,0,29.96,2.06,101.0,7.326980454
89,22,34,13,29.72,2.47,101.01,7.453975408
85,11,23,52,29.55,2.62,101.02,7.604110177
71,41,68,3,29.38,2.76,101.02,7.728832424
85,26,30,9,29.08,2.76,101.02,7.491217102
2,37,55,98,28.78,2.77,101.02,6.633864582
29,36,52,77,28.58,2.65,101.02,7.324863481
60,18,48,14,28.39,2.53,101.03,6.410441476
46,21,23,38,28.18,2.53,101.04,7.836719564
89,10,51,77,27.96,2.53,101.04,6.139215944
76,20,49,2,27.7,2.74,101.05,6.590571088
72,36,23,59,27.45,2.95,101.06,7.286049978
18,15,29,24,27.18,3.27,101.06,6.058306161
29,9,47,17,26.9,3.59,101.06,6.658605362
56,20,45,62,26.62,3.91,101.05,7.299360767
59,39,34,85,26.35,4.23,101.05,7.815210661
45,42,65,51,26.11,4.93,101.05,5.925391795
31,2,64,40,25.87,5.63,101.05,6.403683619
2,2,28,51,25.84,5.87,101.06,7.397546271
74,9,24,9,25.81,6.11,101.08,7.722335992
48,3,64,4,25.54,6.91,101.09,7.475926645
1,38,62,100,25.26,7.71,101.1,6.887130053
43,9,53,30,25.28,7.66,101.12,7.441976825
28,0,42,6,25.31,7.62,101.13,7.629910253
30,14,65,24,25.26,7.82,101.14,7.336117221
20,7,37,104,25.22,8.02,101.14,6.75020529
14,40,69,36,25.12,8.57,101.15,7.52178027
86,22,56,38,25.02,9.13,101.16,6.347379185
47,40,69,9,24.96,9.58,101.16,7.135251532
28,44,45,50,24.91,10.03,101.17,7.670178119
27,27,57,5,24.74,10.19,101.19,7.399749291
84,44,32,41,24.57,10.35,101.21,7.841496029
32,37,46,51,24.39,10.43,101.22,6.254216611
56,27,59,65,24.21,10.51,101.22,6.868881708
53,4,32,29,24.11,10.78,101.24,7.320514721
79,23,67,88,24.01,11.06,101.25,6.296976913
37,45,63,20,23.95,11.08,101.26,7.241151936
23,29,23,6,23.89,11.1,101.28,7.685959305
25,4,23,10,23.67,11.68,101.28,6.890760124
43,39,46,92,23.45,12.27,101.27,6.155915975
43,33,51,69,23.3,12.64,101.27,6.167855382
44,10,69,77,23.15,13.01,101.27,6.861640036
69,37,47,5,22.8,14.4,101.28,6.978361689
30,15,43,50,22.46,15.8,101.29,7.043160241
71,21,36,76,21.69,18.59,101.3,5.94239222
59,15,43,89,20.92,21.38,101.31,7.239455147
54,28,50,65,20.46,23.44,101.31,6.516317561
66,20,34,47,20.0,25.5,101.32,6.233269045
76,6,53,87,19.53,27.56,101.32,7.505283615
13,32,40,6,19.07,29.62,101.32,6.950300686
55,2,50,88,18.78,33.3,101.32,6.958054839
45,19,68,13,18.49,36.98,101.32,6.54803469
60,19,34,2,18.4,38.71,101.32,6.461618577
10,38,28,34,18.3,40.44,101.33,7.065264073
39,24,27,92,18.44,41.26,101.34,6.765091462
67,34,39,16,18.58,42.07,101.34,5.91645379
67,31,26,25,18.34,44.31,101.34,6.711341147
9,0,49,30,18.09,46.55,101.34,6.379881442
74,0,64,92,17.87,48.2,101.34,6.313284268
43,45,35,29,17.64,49.85,101.35,7.393210848
5,35,56,55,17.48,50.66,101.35,7.504930973
60,42,46,98,17.32,51.46,101.35,7.198076286
22,28,25,35,17.16,52.26,101.35,7.007037515
78,1,70,45,17.0,53.06,101.35,6.677262562
15,19,30,52,17.11,53.95,101.35,6.74398035
63,38,48,17,17.22,54.84,101.36,6.547361618
64,15,65,24,17.28,54.7,101.36,6.551577598
79,33,45,82,17.34,54.57,101.36,6.585020303
59,33,52,47,17.41,54.43,101.35,6.924042372
31,44,21,9,17.47,54.3,101.35,7.437373666
17,0,49,24,17.53,54.16,101.35,7.142611056
87,0,69,3,17.92,49.74,101.35,7.74672376
89,42,32,42,18.3,45.32,101.35,6.300479414
66,4,25,33,18.21,44.74,101.34,6.078724107
56,24,40,48,18.12,44.16,101.34,6.76660668
14,1,57,63,18.1,43.17,101.34,7.641024177
19,31,63,24,18.08,42.18,101.34,6.559681838
3,37,29,29,18.2,39.95,101.34,7.072923306
71,31,68,54,18.33,37.72,101.34,7.732194788
74,16,37,50,18.42,35.2,101.34,6.157782589
21,35,57,80,18.51,32.68,101.35,7.240988401
87,10,43,13,18.57,30.62,101.35,6.898905799
22,22,59,96,18.62,28.56,101.36,6.818681086
86,11,30,78,18.51,28.4,101.36,6.261937875
3,24,68,95,18.4,28.24,101.36,6.493036868
31,16,69,3,18.4,27.62,101.35,7.042474679
16,32,62,87,18.39,26.99,101.35,7.692013657
87,4,28,40,18.42,26.06,101.34,6.250994223
4,12,44,10,18.44,25.13,101.34,6.052184881
54,30,67,49,18.52,24.14,101.34,7.002216044
11,39,62,27,18.59,23.14,101.33,7.272427638
41,21,23,58,18.64,22.22,101.32,5.962001484
89,27,20,34,18.69,21.29,101.31,7.080506001
2,35,23,8,18.82,20.79,101.3,6.593798387
76,42,39,86,18.94,20.29,101.3,7.28805662
29,6,60,52,18.94,20.45,101.3,7.32710972
9,32,29,96,18.93,20.62,101.3,6.366355781
67,27,52,110,18.96,20.93,101.3,7.011121216
78,9,68,48,18.99,21.24,101.29,6.280725549
12,10,34,100,18.84,21.72,101.28,7.621494566
22,42,35,63,18.7,22.2,101.28,7.630424083
40,5,65,32,18.59,22.5,101.28,7.802212437
85,24,42,99,18.48,22.8,101.27,5.922935513
54,18,29,9,18.37,23.11,101.26,5.937649578
76,37,28,63,18.26,23.41,101.26,6.804781106
30,9,49,7,18.02,24.06,101.26,6.424670614
28,14,70,12,17.79,24.7,101.25,6.738016221
33,6,31,33,17.91,24.15,101.25,6.497366677
47,36,39,53,18.03,23.6,101.25,6.327673765
27,42,27,68,18.03,23.28,101.24,6.36137446
73,8,49,17,18.02,22.96,101.24,6.923509371
7,44,69,93,17.91,22.76,101.24,6.630646083
49,18,56,86,17.8,22.57,101.24,5.832525853
83,20,51,2,17.66,22.48,101.24,6.738993954
8,5,40,41,17.53,22.4,101.24,5.782435567
85,44,31,47,17.48,22.46,101.24,6.537042717
36,25,36,44,17.43,22.52,101.24,6.145104401
18,38,31,52,17.4,22.62,101.24,6.890784045
66,3,69,31,17.37,22.73,101.23,7.175344328
89,23,58,23,17.34,22.83,101.23,5.938528744
48,33,51,51,17.54,22.87,101.23,5.709380472
57,10,37,78,17.74,22.91,101.23,6.184400085
1,11,62,7,18.1,21.76,101.23,6.553509673
53,23,56,56,18.45,20.61,101.23,5.885638185
37,21,34,20,18.62,19.95,101.23,6.143874691
65,6,25,98,18.8,19.29,101.23,6.101198974
35,9,41,15,18.77,19.33,101.22,6.594037135
23,38,21,61,18.74,19.37,101.22,6.859840821
69,15,63,81,18.76,19.27,101.22,6.56893406
45,3,41,74,18.77,19.18,101.22,6.769855664
7,45,25,34,18.72,19.09,101.22,7.130837931
21,42,28,6,18.66,19.0,101.23,5.740338002
36,6,41,25,18.64,18.7,101.23,5.843005428
64,5,35,103,18.62,18.4,101.23,6.648687274
8,7,35,24,18.58,18.18,101.24,6.902751061
59,30,41,55,18.55,17.97,101.24,6.608023872
8,14,43,60,18.42,18.01,101.24,6.828522375
19,42,40,7,18.29,18.05,101.23,6.910374919
63,8,39,106,18.18,17.92,101.24,6.306605528
64,40,59,60,18.08,17.79,101.24,7.009180374
81,39,60,38,17.98,17.68,101.24,6.297907579
3,39,20,43,17.88,17.58,101.25,6.728599215
56,37,37,17,17.88,17.3,101.26,6.965156738
41,31,39,34,17.88,17.01,101.26,5.578095745
44,11,26,40,18.0,16.48,101.26,7.199504273
29,38,40,20,18.13,15.96,101.27,5.841367187
43,6,51,26,18.1,15.95,101.28,6.710143266
5,30,63,31,18.08,15.94,101.28,5.972714857
2,41,38,80,18.04,16.04,101.28,5.561851831
64,5,68,80,18.01,16.13,101.29,6.107054808
45,40,31,100,17.98,16.23,101.29,6.988035315
68,45,49,1,17.94,16.32,101.29,7.13147457
36,20,56,28,17.9,16.42,101.3,7.086947687
78,32,28,51,17.87,16.51,101.3,6.749260456
53,5,54,27,17.76,16.89,101.3,7.16300467
53,34,35,87,17.64,17.27,101.31,7.013481515
17,25,44,81,17.57,17.48,101.32,5.648243649
32,36,58,105,17.5,17.69,101.32,6.610251186
39,26,59,93,17.45,18.04,101.32,7.054313823
18,35,43,15,17.4,18.38,101.32,6.026999326
66,9,63,30,17.62,18.55,101.32,5.779427402
64,9,45,11,17.84,18.72,101.33,6.535244251
67,11,32,17,18.24,18.55,101.34,5.684995235
15,20,22,20,18.63,18.37,101.35,6.12476108
19,11,46,12,19.11,18.38,101.35,6.999014379
89,34,64,16,19.59,18.4,101.36,6.277148771
64,33,63,67,20.19,17.72,101.36,6.322396027
42,32,70,34,20.78,17.04,101.37,5.956401828
68,13,47,16,21.3,16.26,101.37,6.591302797
74,45,35,13,21.82,15.49,101.37,7.104094929
76,20,35,32,22.34,14.71,101.38,6.407872061
19,32,48,75,22.86,13.94,101.38,6.658402594
16,19,20,108,23.38,13.16,101.38,6.276038961
41,10,22,47,23.93,12.5,101.38,6.825256236
90,13,66,95,24.48,11.83,101.39,6.368560522
3,27,55,4,24.8,11.46,101.39,7.005410734
17,45,61,43,25.13,11.08,101.39,6.897368477
89,31,29,71,25.52,10.74,101.4,6.152906502
8,8,61,108,25.92,10.39,101.41,5.744361602
5,38,47,40,26.23,10.32,101.42,7.051654924
10,1,30,89,26.54,10.24,101.43,6.034612928
77,13,34,110,26.86,9.98,101.43,6.924490731
12,45,21,8,27.17,9.73,101.43,6.887005997
83,30,59,86,27.89,9.32,101.44,6.8444019
7,8,35,59,28.61,8.92,101.44,5.786058032
57,9,33,52,28.88,8.37,101.44,5.627186257
19,41,34,80,29.15,7.82,101.44,5.700088663
80,18,39,93,29.28,7.39,101.44,5.567805185
77,8,28,89,29.41,6.95,101.43,6.077886012
36,35,31,28,29.44,6.76,101.43,6.397995609
32,44,68,71,29.48,6.58,101.43,5.767372539
60,5,28,34,29.78,6.35,101.43,7.079973241
6,10,21,2,30.07,6.12,101.43,5.893332378
42,36,56,17,30.47,5.78,101.44,7.058222596
90,31,62,7,30.87,5.45,101.44,5.78270695
65,42,32,91,30.91,5.36,101.44,6.269663963
52,34,51,49,30.95,5.26,101.45,5.892913826
71,19,20,2,30.99,5.16,101.46,7.116538883
32,39,35,22,31.03,5.07,101.46,6.430163481
73,40,37,19,31.28,5.07,101.46,7.159520979
77,2,46,75,31.53,5.08,101.46,6.431265737
8,18,33,11,31.78,5.08,101.45,6.082571701
61,12,63,9,32.03,5.08,101.45,6.149934034
71,15,26,91,32.12,4.87,101.45,5.849076099
87,41,33,47,32.2,4.66,101.45,6.276800323
70,33,26,64,32.3,4.52,101.45,5.926824754
36,35,56,49,32.41,4.38,101.45,5.519088423
15,10,36,19,32.57,4.31,101.44,6.079178788
78,2,24,21,32.73,4.25,101.43,6.13465588
46,34,52,19,32.83,4.09,101.42,5.808497604
41,30,21,6,32.93,3.93,101.41,5.891458107
81,44,56,8,33.01,3.92,101.4,5.816622479
1,44,34,52,33.09,3.91,101.39,5.843163161
83,28,67,34,32.96,3.96,101.38,6.376756633
40,40,53,52,32.82,4.0,101.38,5.623615687
75,39,38,40,33.28,3.72,101.37,5.91505509
35,15,64,87,33.74,3.44,101.36,6.458714879
51,3,50,42,33.67,3.56,101.34,5.565028635
69,35,32,46,33.59,3.67,101.31,6.211833161
87,10,55,97,32.88,3.95,101.3,6.490074429
89,10,57,94,32.17,4.23,101.3,5.590236025
31,0,27,14,31.6,4.54,101.3,6.225225239
66,15,47,11,31.04,4.85,101.29,6.190757459
48,16,22,20,31.13,4.89,101.28,5.915568968
79,10,26,29,31.22,4.93,101.27,6.195152442
9,19,50,79,31.52,4.85,101.26,6.156373499
52,33,64,14,31.82,4.77,101.26,6.313197204
87,35,39,65,31.16,4.84,101.25,6.324270089
1,24,50,11,30.5,4.91,101.24,5.707488987
48,44,32,10,31.05,4.66,101.24,6.119216009
90,37,29,10,31.6,4.42,101.24,5.571401169
7,17,63,75,32.1,3.84,101.21,5.63127166
59,26,27,64,32.48,3.81,101.2,6.101241579
7,3,41,26,32.87,3.78,101.18,6.438137279
57,32,43,24,32.87,3.46,101.18,6.098369122
51,2,35,12,32.87,3.14,101.18,5.695267822
19,34,26,103,32.23,3.58,101.17,5.618094446
84,35,49,9,31.59,4.02,101.16,6.435785799
68,0,38,88,31.54,4.1,101.16,6.176644228
44,3,44,86,31.5,4.17,101.15,6.220643671
25,18,45,50,31.16,4.14,101.15,5.871702211
37,22,48,6,30.83,4.11,101.14,6.390741836
66,41,20,64,31.18,4.22,101.14,6.21084479
80,20,42,1,31.54,4.33,101.14,6.012696655
9,15,43,79,31.79,4.05,101.13,5.908770059
66,12,31,18,32.04,3.77,101.12,6.049801781
82,40,70,76,32.18,3.54,101.12,6.010095853
36,1,46,108,32.32,3.31,101.12,5.738678895
55,31,63,107,32.41,3.48,101.12,5.74055541
82,21,61,101,32.5,3.65,101.11,5.793260262
55,45,50,76,32.19,3.71,101.1,5.50947065
32,28,46,24,31.88,3.77,101.09,5.986442306
90,14,28,89,31.92,3.76,101.08,5.790768046
65,21,24,35,31.97,3.74,101.08,5.915546415
71,43,53,92,32.08,3.5,101.07,6.242528278
3,25,63,1,32.19,3.26,101.07,6.036079266
24,36,67,61,32.06,3.44,101.06,5.829898502
15,16,63,59,31.94,3.63,101.06,6.088064451
77,28,33,66,31.86,3.81,101.06,6.469370954
82,38,49,13,31.79,3.99,101.07,5.720726906
1,36,51,52,31.8,3.94,101.06,5.80766417
51,41,50,88,31.8,3.88,101.06,5.703381728
10,39,66,63,31.52,3.97,101.06,6.165001278
89,28,35,93,31.24,4.06,101.06,6.002481605
54,24,52,5,30.96,4.15,101.05,6.212369363
70,17,25,53,30.68,4.24,101.05,5.765308943
71,38,44,36,31.0,4.07,101.04,5.740764682
59,34,48,28,31.33,3.9,101.04,5.879119455
71,41,51,101,31.06,3.86,101.04,6.099478745
10,24,21,53,30.78,3.81,101.04,5.674403359
65,8,30,101,30.5,4.0,101.05,5.694243847
68,7,70,18,30.23,4.18,101.06,5.905494703
